1.4891934,0.9624691,8.930672
1.1994951,1.1611878,9.263466
0.7661445,1.508347,9.763854
0.5243302,1.6400281,9.964967
0.021547815,1.8100165,10.422259
-0.19393034,1.8459295,10.683228
-0.50517654,1.8770541,11.255442
-0.5315128,1.9416976,11.573871
-0.39983168,2.0015526,11.521198
-0.20829555,1.9201498,11.885117
-0.10534488,1.8339585,12.181997
0.11492168,1.5849615,12.749423
0.22505496,1.3096284,12.967296
0.4333505,1.1683705,13.30009
0.62009823,0.8738836,13.474867
0.7015011,0.7350199,13.537116
0.81881696,0.49081135,13.592182
0.8499416,0.3878607,13.596971
0.90500826,0.23942018,13.482049
1.13964,0.38307226,12.972084
1.2952632,0.48841715,12.8092785
1.4772224,0.5506664,12.852374
1.520318,0.51714754,12.938565
1.6017209,0.4333505,12.9840555
1.7190368,0.4141969,12.919412
1.9847932,0.37588966,12.744635
1.9033904,0.260968,12.586617
1.7812861,0.18674773,12.464514
1.472434,0.031124622,12.170027
1.3000516,-0.035913024,12.002433
0.94092125,-0.15801731,11.695974
0.61530983,-0.25139117,11.389517
0.48841715,-0.2801216,11.2315
0.260968,-0.29209262,10.88434
0.16280572,-0.30166942,10.697593
-0.009576807,-0.24420857,10.34325
-0.15083471,-0.12928689,10.003274
-0.20590134,-0.074220255,9.840468
-0.2896984,0.076614454,9.5292225
-0.32321724,0.15083471,9.380781
-0.37588966,0.29688102,9.0839
-0.37110126,0.39264908,8.947431
-0.32561144,0.59376204,8.6936455
-0.20829555,0.8331822,8.444649
-0.11971009,0.93134445,8.332121
0.059855044,1.1180922,8.131008
0.16519992,1.2186487,8.049605
0.39025488,1.4269443,7.9442606
0.49081135,1.5394717,7.9179244
0.7302315,1.7597382,7.913136
0.9959879,1.9416976,7.970597
1.1348516,2.0231004,8.00651
1.4556746,2.1045034,8.032846
1.6304513,2.1164744,8.023269
1.9129672,2.1092918,7.982568
2.0207062,2.0231004,7.9179244
2.147599,1.9656396,7.874829
2.1859062,1.8363527,7.791032
2.171541,1.7884687,7.7694836
2.1021092,1.7262194,7.7814546
2.0590134,1.7166426,7.8101854
1.9776106,1.673547,7.910742
1.8794483,1.685518,7.994539
1.8243817,1.6831238,8.047212
1.7429788,1.6950948,8.138191
1.6879122,1.697489,8.190864
