1.1444284,5.2483892,11.588236
1.043872,5.1669865,11.382334
0.82599956,4.958691,10.937013
0.7302315,4.831499,10.70717
0.5650316,4.55856,10.266636
0.48602295,4.261679,9.873987
0.37110126,4.1132383,9.68724
0.2705448,3.8283286,9.316138
0.22744916,3.7014358,9.141361
0.15562311,3.5075054,8.78702
0.12928689,3.4284968,8.609849
0.1412579,3.311181,8.284237
0.17956513,3.2728736,8.121431
0.093373865,3.3255463,8.063971
-0.17717093,3.4811692,7.987356
-0.33518824,3.5577838,7.9658084
-0.6488287,3.7014358,7.9682026
-0.79487497,3.8019924,7.9777794
-1.0510546,3.8379054,7.96102
-1.1923125,3.8953662,7.937078
-1.2497733,3.9217024,7.898771
-1.3934253,3.9624038,7.7862434
-1.460463,3.98874,7.716811
-1.5753847,4.0294414,7.4678144
-1.7166426,4.0462008,7.1374145
-1.7908629,4.06296,6.938696
-1.922544,4.086902,6.431125
-1.9776106,4.0797195,6.100725
-2.2744915,3.763685,5.382465
-2.5474305,3.4021606,5.0472765
-2.779668,3.1675289,4.5657425
-2.8658595,3.2010477,4.462792
-2.885013,3.2393548,4.5753193
-2.882619,3.3327289,5.159804
-2.8514943,3.4165258,5.5835776
-2.743755,3.4500446,6.586748
-2.4947581,3.5122938,7.678504
-2.2936451,3.5410242,8.157345
-1.7046716,3.5529952,8.863634
-1.3575124,3.5745432,9.079112
-0.641646,3.4979286,9.320927
-0.2753332,3.4261026,9.349657
0.31603462,3.4811692,9.474155
0.8283938,3.7445314,9.574712
1.091756,3.9193082,9.605837
1.5682021,4.285621,9.56753
1.7836803,4.4819455,9.512463
2.1978772,4.8602295,9.359234
2.552219,5.222053,9.14615
2.719813,5.3872533,9.028834
3.0142999,5.6769514,8.767866
3.1483753,5.8110266,8.617031
3.3159695,6.0552354,8.334516
3.3782187,6.1653686,8.193257
3.442862,6.330569,7.8820114
3.4021606,6.4454904,7.4797854
3.3542767,6.4837976,7.240365
3.2106245,6.538864,6.6896987
3.0885203,6.550835,6.383241
2.7844565,6.5532293,5.7607484
2.6072857,6.502951,5.1214967
2.2385786,6.4574614,4.819528
1.8076223,6.3640876,4.2904096
1.5753847,6.3138094,4.050989
1.0845734,6.182128,3.6463692
0.82121116,6.100725,3.4859576
0.2825158,5.930737,3.2465374
-0.2657564,5.758354,3.1747115
-0.5363012,5.669769,3.1962593
-1.0534488,5.444714,3.3542767
-1.30484,5.332186,3.4835634
-1.745373,5.076007,3.86903
-1.9369092,4.7907977,4.1132383
-2.2601264,4.6471453,4.6519337
-2.5210943,4.357447,5.159804
-2.6168625,4.232949,5.4135895
-2.731784,3.9863458,5.8421516
-2.7605145,3.857059,6.028899
-2.767697,3.6487634,6.356905
-2.705448,3.4356794,6.6035075
-2.6479871,3.3566709,6.6849103
-2.5019407,3.2321723,6.799832
-2.3989902,3.1771057,6.8237743
-2.15957,3.098097,6.7950435
-1.8842367,3.074155,6.6968813
-1.7381904,3.0789435,6.6274495
-1.42455,3.1435869,6.5197105
-1.2737153,3.193865,6.5316815
-0.9504981,3.2944214,6.658574
-0.78769237,3.347094,6.751948
-0.39504328,3.4572272,6.8764467
0.0,3.550601,6.778284
0.18435353,3.5577838,6.6394205
0.40462008,3.4500446,6.5652003
0.46447513,3.371036,6.680122
0.59376204,3.241749,7.2116346
0.6727707,3.2082303,7.51091
0.85473,3.2082303,7.680898
1.1109096,3.311181,7.036858
1.2425907,3.4093432,6.548441
1.5035586,3.679888,5.662586
1.6160861,3.8498764,5.3513403
1.7956513,4.1659107,5.0568533
1.8842367,4.43885,5.1406503
1.8938135,4.5513773,5.2771196
1.8459295,4.783615,5.576395
1.8052281,4.891354,5.6889224
1.7166426,5.076007,5.746383
1.6639702,5.1574097,5.698499
1.5107412,5.267543,5.5716066
1.3192052,5.327398,5.502175
1.2138603,5.320215,5.5189342
0.9792285,5.2627544,5.68174
0.85473,5.2172647,5.7966614
0.61052144,4.956297,6.1893106
0.32800564,4.8458643,6.3281746
0.19153613,4.747702,6.4718266
-0.05267244,4.55856,6.7304
-0.17238252,4.4795513,6.8477163
-0.35434186,4.345476,7.0679827
-0.4213795,4.2904096,7.1709332
-0.51235914,4.175488,7.403171
-0.51235914,4.0940847,7.633014
-0.47405192,4.0414124,7.7431474
-0.34476504,3.928885,7.910742
-0.25378537,3.8618474,7.9658084
-0.06943185,3.655946,7.910742
0.0023942017,3.4476504,7.6258316
0.20111294,3.4213142,7.460632
0.50757074,3.4356794,7.1469913
0.6823475,3.4380736,7.034464
1.091756,3.4237084,6.9339075
1.3311762,3.4141316,6.9195423
1.8411411,3.4045548,6.9315133
2.3415294,3.3758245,7.0153103
2.5570073,3.3806129,7.0751653
2.882619,3.3734303,7.295432
2.9735985,3.347094,7.463026
3.0334535,3.2824504,7.862858
3.0023289,3.2010477,8.068759
2.8682537,3.1627405,8.420707
2.7150247,3.1052797,8.583512
2.6479871,3.083732,8.612243
2.516306,3.074155,8.602666
2.3894134,3.0573955,8.487744
2.3247697,3.0502129,8.396765
2.219425,3.0238767,8.178892
2.147599,3.0190883,8.044817
2.0015526,3.0238767,7.714417
1.9153614,3.0597897,7.544429
1.7118542,3.122039,7.2116346
1.6400281,3.157952,7.012916
1.5442601,3.2992098,6.5675945
1.5227122,3.478775,6.158186
1.5179238,3.5122938,6.014534
1.412579,3.4261026,5.969044
1.3096284,3.3399115,6.038476
1.1707647,3.1292217,6.16058
1.0630256,2.9520507,6.292261
1.0055647,2.8778305,6.3736644
0.8379706,2.8203697,6.6274495
0.6560113,2.822764,6.7926493
-0.074220255,2.8993783,7.0416465
-0.5602432,2.9879637,7.0775595
-1.8483237,3.3207579,7.0655885
-3.5170822,3.7948096,6.965032
-4.39336,4.0581717,6.869264
-5.894824,4.537012,6.572383
