-1.079785,1.5442601,9.998486
-1.1061212,1.5394717,10.197205
-1.1013328,1.5466543,10.276213
-1.0749966,1.5873557,10.419865
-1.0295067,1.6711528,10.539576
-1.0079589,1.7046716,10.59943
-0.9624691,1.7932571,10.709563
-0.93852705,1.8315643,10.7550535
-0.8714894,1.9057846,10.81012
-0.8283938,1.9273324,10.81012
-0.7565677,1.9440918,10.771812
-0.6655881,1.9680338,10.70717
-0.60573304,1.9656396,10.673651
-0.49559975,1.9680338,10.577883
-0.4309563,1.9752164,10.518027
-0.33279404,1.9728222,10.352827
-0.272939,1.99437,10.122984
-0.16759412,2.0039468,10.00088
-0.059855044,2.0111294,9.725547
-0.016759412,2.0207062,9.5795
0.074220255,2.0853498,9.26586
0.10295067,2.1380222,9.10066
0.1412579,2.2266076,8.755895
0.16998832,2.2936451,8.420707
0.17477672,2.327164,8.257901
0.14604631,2.396596,7.958626
0.107739076,2.4396915,7.831733
-0.01436521,2.5139117,7.63062
-0.079008654,2.5785553,7.498939
-0.16998832,2.6072857,7.4414783
-0.25617957,2.681506,7.376835
-0.2801216,2.7150247,7.355287
-0.2753332,2.765303,7.3504987
-0.272939,2.7868507,7.376835
-0.2657564,2.8299465,7.4893622
-0.2896984,2.8778305,7.7072344
-0.31364042,2.89459,7.865252
-0.34715924,2.918532,8.243536
-0.35673606,2.9352913,8.447042
-0.31603462,2.9951463,8.870816
-0.260968,3.0190883,9.093477
-0.095768064,3.086126,9.519646
0.11971009,3.1435869,9.907506
0.23463176,3.1627405,10.096648
0.45010993,3.1747115,10.4605665
0.5554548,3.1890767,10.630555
0.79487497,3.205836,10.944195
1.055843,3.241749,11.212346
1.1899183,3.2561142,11.327268
1.4915876,3.2680852,11.521198
1.6639702,3.2513258,11.626543
2.3678656,3.098097,12.141296
2.7509377,3.028665,12.438177
3.098097,2.9759927,12.560282
3.1842883,2.9233203,12.430994
3.1651347,2.882619,12.349591
3.0238767,2.791639,12.170027
2.9041667,2.7389667,12.062287
2.6168625,2.6024973,11.87554
2.4420857,2.4636335,11.660062
2.0853498,2.408567,11.535563
1.8171991,2.3080103,11.207558
1.7070658,2.303222,11.011233
1.5586253,2.3295584,10.551546
1.4987702,2.360683,10.302549
1.400608,2.4540567,9.797373
